http://backpack.tf/vote/id/50275e659ae21a2274000000,unusual,sunbeams bonk helm,down 23.69 ref from 4.36 buds
http://backpack.tf/vote/id/5027ee869ae21a3b1a000000,unusual,stormy storm l'inspecteur,first price set
http://backpack.tf/vote/id/502709a99ae21a962b000000,unusual,orbiting planets pencil pusher,first price set
http://backpack.tf/vote/id/5027662f9ae21a6e1e000000,unusual,burning flames brain bucket,up 1.39 buds from 4.36 buds
http://backpack.tf/vote/id/50206df99ae21a597b000000,unusual,searing plasma ol' geezer,down 56.25 ref from 1.81 buds
http://backpack.tf/vote/id/502769fc9ae21a7735000000,unusual,purple confetti birdcage,up 15.15 ref from 57.78 ref
http://backpack.tf/vote/id/5028b8bb9ae21aee12000000,unique,strange part: projectiles reflected,up 0.33 ref from 2 ref
http://backpack.tf/vote/id/50268cb19ae21abd3a000000,unusual,orbiting planets hustler's hallmark,up 29.18 ref from 1.81 buds
http://backpack.tf/vote/id/50275f5f9ae21a687a000000,unusual,circling tf logo master's yellow belt,down 7.12 ref from 1.36 buds
http://backpack.tf/vote/id/50271a039ae21a3607000000,unusual,purple confetti swagman's swatter,first price set
http://backpack.tf/vote/id/5027015d9ae21ae77c000000,unusual,blizzardy storm pencil pusher,first price set
http://backpack.tf/vote/id/502706b19ae21aaa1d000000,unusual,purple confetti pencil pusher,first price set
http://backpack.tf/vote/id/50271a1a9ae21aea07000000,unusual,green confetti swagman's swatter,first price set
http://backpack.tf/vote/id/502868799ae21a263f000000,unusual,circling tf logo towering pillar of hats,first price set
http://backpack.tf/vote/id/50283ea39ae21ab95d000000,vintage,vintage hound dog,up 0.5 ref from 4.5 ref
http://backpack.tf/vote/id/50282b509ae21a8872000000,unusual,purple confetti western wear,down 9.66 ref from 69.33 ref
http://backpack.tf/vote/id/5027b7929ae21ada64000000,unusual,circling heart bloke's bucket hat,down 20.55 ref from 1.81 buds
http://backpack.tf/vote/id/5027a8ac9ae21aa011000001,unusual,searing plasma big elfin deal,down 47.74 ref from 3.05 buds
http://backpack.tf/vote/id/50276a2d9ae21a0537000000,unusual,blizzardy storm little buddy,down 21.42 ref from 1.92 buds
http://backpack.tf/vote/id/50289af49ae21a8672000000,unusual,burning flames chieftain's challenge,up 69.3 ref from 9.95 buds
http://backpack.tf/vote/id/5027f8439ae21a864f000000,unusual,orbiting fire pencil pusher,first price set
http://backpack.tf/vote/id/502760c39ae21a177d000000,unusual,circling tf logo le party phantom,up 19.23 ref from 1.81 buds
http://backpack.tf/vote/id/502761599ae21a5a03000000,unusual,orbiting fire heavy duty rag,down 6.96 ref from 60 ref
http://backpack.tf/vote/id/502767479ae21a3725000000,unusual,stormy storm dead cone,down 40.73 ref from 2.61 buds
http://backpack.tf/vote/id/5027670c9ae21a3122000000,unusual,blizzardy storm dead cone,down 32.68 ref from 1.74 buds
http://backpack.tf/vote/id/502931bc9ae21a2a47000000,strange,strange festive knife,up 4.23 ref from 35.77 ref
http://backpack.tf/vote/id/50274b179ae21a370c000000,vintage,vintage homewrecker,up 0.11 ref from 0.22 ref
http://backpack.tf/vote/id/50293b429ae21af17e000000,unique,the el jefe,up 0.16 ref from 3.5 ref
