http://backpack.tf/vote/id/502b13579ae21ab67a000000,unique,fireproof secret diary,up 43.6 ref from 1.44 buds
http://backpack.tf/vote/id/502b544c9ae21a7d59000000,unique,spine-chilling skull,up 1.5 ref from 22.5 ref
http://backpack.tf/vote/id/502b77fa9ae21adc1a000000,unique,"dangeresque, too?",down 1.45 ref from 5 ref
http://backpack.tf/vote/id/502b68ed9ae21a104b000000,strange,strange festive minigun,up 4 ref from 42 ref
http://backpack.tf/vote/id/502bc8109ae21aff3b000000,unique,the samur-eye,down 0.11 ref from 1.77 ref
http://backpack.tf/vote/id/502bb4c99ae21a3557000000,strange,strange kritzkrieg,up 3.78 ref from 55 ref
http://backpack.tf/vote/id/502ba4489ae21a7904000000,unusual,searing plasma shooter's sola topi,up 3.95 ref from 49.09 ref
http://backpack.tf/vote/id/502b6ebe9ae21a406c000000,unusual,green energy tippler's tricorne,down 15.51 ref from 2.53 buds
http://backpack.tf/vote/id/502aedd59ae21ae236000000,unusual,stormy storm armored authority,down 56.84 ref from 4.36 buds
http://backpack.tf/vote/id/502716479ae21a7d70000000,unusual,purple energy swagman's swatter,first price set
http://backpack.tf/vote/id/502ac1229ae21aac17000000,haunted,haunted tail from the crypt,up 0.33 ref from 1.33 ref
http://backpack.tf/vote/id/502ac2249ae21aa621000000,unusual,orbiting planets lucky shot,first price set
http://backpack.tf/vote/id/502aaca29ae21a7838000000,haunted,haunted can opener,up 0.33 ref from 1 ref
http://backpack.tf/vote/id/502b81e49ae21ac951000000,strange,strange quick-fix,up 0.44 ref from 0.22 ref
http://backpack.tf/vote/id/5028dfb99ae21a0174000000,unusual,scorching flames texas ten gallon,up 3.12 buds from 5.88 buds
http://backpack.tf/vote/id/502a69569ae21aaf4d000000,unusual,scorching flames flipped trilby,up 62.48 ref from 3.56 buds
http://backpack.tf/vote/id/502b59109ae21a1a76000000,unique,the burning bongos,down 1.34 ref from 7 ref
http://backpack.tf/vote/id/502708969ae21a6028000000,unusual,massed flies pencil pusher,first price set
http://backpack.tf/vote/id/502714dc9ae21a1868000000,unusual,orbiting fire swagman's swatter,first price set
http://backpack.tf/vote/id/502aac639ae21a8337000000,unique,the boston boom-bringer,down 1.5 ref from 7.5 ref
http://backpack.tf/vote/id/502a78b89ae21afa23000000,unusual,smoking bonk boy,down 56.84 ref from 4.36 buds
http://backpack.tf/vote/id/502a4dab9ae21ac135000000,unique,voodoo juju,up 5 ref from 50 ref
http://backpack.tf/vote/id/502090a79ae21a582b000000,unusual,eerie orbiting fire handyman's handle,first price set
http://backpack.tf/vote/id/5029367b9ae21af75d000000,unusual,green energy rimmed raincatcher,up 32.33 ref from 2.26 buds
http://backpack.tf/vote/id/502aacee9ae21a8139000000,unique,the conquistador,up 0.13 ref from 1.53 ref
http://backpack.tf/vote/id/502c6cef9ae21a646e000003,unique,the toss-proof towel,down 0.22 ref from 4.55 ref
http://backpack.tf/vote/id/502c58759ae21aec14000000,unusual,steaming stately steel toe,down 57.84 ref from 2.26 buds
http://backpack.tf/vote/id/502c57559ae21a3e0e000001,unusual,scorching flames backbiter's billycock,up 58.72 ref from 2.61 buds
http://backpack.tf/vote/id/502bf4dc9ae21a731c000000,unusual,green energy private eye,up 58.72 ref from 2.61 buds
http://backpack.tf/vote/id/502ba3a89ae21a1f03000000,unusual,vivid plasma salty dog,up 65.02 ref from 2.02 buds
http://backpack.tf/vote/id/502c131b9ae21abf2e000000,unique,the lucky shot,down 0.22 ref from 2.22 ref
http://backpack.tf/vote/id/502b54769ae21a615e000000,unusual,eerie orbiting fire frenchman's beret,first price set
http://backpack.tf/vote/id/502280999ae21ae80e000000,unusual,sunbeams stainless pot,up 1.3 buds from 5.43 buds
http://backpack.tf/vote/id/502bf5799ae21a7222000000,unusual,steaming private eye,down 34.1 ref from 2.61 buds
http://backpack.tf/vote/id/502bf39b9ae21a6d1c000000,unique,the soviet stitch-up,down 0.02 ref from 0.08 ref
http://backpack.tf/vote/id/502b5e319ae21ab816000000,strange,strange festive medi gun,up 22.54 ref from 1.66 buds
http://backpack.tf/vote/id/502b5d9f9ae21abe11000000,strange,strange festive scattergun,up 24.22 ref from 1.63 buds
http://backpack.tf/vote/id/502b38d69ae21a2051000000,strange,strange scotsman's skullcutter,down 0.06 ref from 0.22 ref
http://backpack.tf/vote/id/502c0f379ae21a9f22000000,unique,the b.m.o.c.,up 7.65 ref from 40.8 ref
http://backpack.tf/vote/id/502bfe049ae21a8c4e000000,unique,bill's hat,up 1.6 ref from 20 ref
http://backpack.tf/vote/id/502748d09ae21a6802000000,unusual,purple energy prancer's pride,up 38.25 ref from 1.92 buds
http://backpack.tf/vote/id/5024e6e59ae21ab974000000,unusual,massed flies large luchadore,up 46.81 ref from 2.18 buds
http://backpack.tf/vote/id/502c3a669ae21a9279000000,unusual,steaming hat with no name,down 69.34 ref from 3.49 buds
http://backpack.tf/vote/id/502c06f99ae21a4378000000,unusual,flaming lantern safe'n'sound,first price set
http://backpack.tf/vote/id/502bf1f99ae21a2415000000,unusual,stormy storm stout shako,down 74.25 ref from 3.62 buds
http://backpack.tf/vote/id/502c08f89ae21a8402000000,unusual,steaming big country,down 27.38 ref from 1.74 buds
http://backpack.tf/vote/id/502917729ae21abe2d000000,unusual,smoking anger,up 1.39 buds from 2.61 buds
http://backpack.tf/vote/id/502bf7619ae21a5d2e000000,strange,strange medi gun,up 0.33 ref from 4 ref
