3460373,1344672542,HAVE,unique,scrap metal,level 1
3460373,1344672542,HAVE,unique,prussian pickelhaube,level 57 (uncraftable)
3460373,1344672542,HAVE,unique,reclaimed metal,level 2
3460373,1344672542,HAVE,unique,professional's panama,level 84 (uncraftable)
3460373,1344672542,HAVE,unique,tyrant's helm,level 80 (uncraftable)
3460373,1344672542,WANT,unique,mann co. supply crate key,
3460372,1344672542,HAVE,unique,cow mangler 5000,level 30
3460372,1344672542,HAVE,unique,diamondback,level 5
3460372,1344672542,HAVE,unique,machina,level 5
3460372,1344672542,HAVE,unique,huntsman,level 10
3460372,1344672542,HAVE,unique,black box,level 5
3460372,1344672542,HAVE,unique,righteous bison,level 30
3460372,1344672542,HAVE,unique,wrap assassin,level 15
3460372,1344672542,HAVE,unique,half-zatoichi,level 5
3460372,1344672542,WANT,unique,spy-cicle,
3460372,1344672542,WANT,unique,mad milk,
3460385,1344672602,HAVE,unique,flying guillotine,level 67 crafted by cod craft # 3386 style: thirstier
3460385,1344672602,WANT,unique,reclaimed metal,
3460385,1344672602,WANT,unique,refined metal,
3460385,1344672602,WANT,unique,craft hat,
3460384,1344672602,HAVE,unique,business casual,level 69 craft # 600
3460384,1344672602,HAVE,unique,business casual,level 100 painted: a distinctive lack of hue crafted by tipperisagore craft # 39
3460384,1344672602,WANT,unique,offers,
3460383,1344672602,HAVE,unique,ball-kicking boots,level 10 (uncraftable)
3460383,1344672602,WANT,unique,mann co. supply crate key,
3460409,1344672722,HAVE,unusual,unusual a rather festive tree,level 55 effect: sunbeams
3460409,1344672722,WANT,unique,earbuds,
3460415,1344672752,HAVE,unique,mann co. supply crate,level 10 series # 1
3460415,1344672752,HAVE,unique,mann co. supply crate,level 10 series # 21
3460415,1344672752,WANT,unique,reclaimed metal,
3460415,1344672752,WANT,unique,refined metal,
3460414,1344672752,HAVE,strange,strange knife,level 1 kills: 341
3460414,1344672752,WANT,strange,strange axtinguisher,
3460417,1344672767,HAVE,unique,mann co. supply crate key,level 5
3460417,1344672767,WANT,unique,real world money,
3460420,1344672782,HAVE,unique,refined metal,level 3
3460420,1344672782,HAVE,unique,scrap metal,level 1
3460420,1344672782,WANT,unique,big chief,
3460419,1344672782,HAVE,unique,sydney sleeper,level 1
3460419,1344672782,HAVE,unique,black box,level 5
3460419,1344672782,HAVE,unique,loch-n-load,level 10
3460419,1344672782,WANT,unique,scrap metal,
3460421,1344672798,HAVE,unique,eureka effect,level 20
3460421,1344672798,WANT,unique,holiday punch,
3460428,1344672842,HAVE,unique,head warmer,level 45 crafted by emeryt craft # 7305
3460428,1344672842,WANT,unique,reclaimed metal,
3460428,1344672842,WANT,unique,refined metal,
3460434,1344672858,HAVE,unique,troublemaker's tossle cap,level 12 painted: a deep commitment to purple style: old school (uncraftable)
3460434,1344672858,WANT,unique,refined metal,
3460433,1344672858,HAVE,unusual,unusual football helmet,level 34 effect: orbiting planets
3460433,1344672858,WANT,unique,earbuds,
3460433,1344672858,WANT,unique,mann co. supply crate key,
3460433,1344672858,WANT,unusual,unusual offers,
3460433,1344672858,WANT,unique,bill's hat,
3460433,1344672858,WANT,unique,offers,
3460432,1344672858,HAVE,unique,griffin's gog,level 22
3460432,1344672858,WANT,unique,reclaimed metal,
3460432,1344672858,WANT,unique,scrap metal,
3460439,1344672872,HAVE,strange,strange soda popper,level 10 kills: 0
3460439,1344672872,WANT,unique,reclaimed metal,
3460439,1344672872,WANT,unique,refined metal,
3460438,1344672872,HAVE,unique,mann co. supply crate key,level 5
3460438,1344672872,WANT,unique,reclaimed metal,
3460438,1344672872,WANT,unique,refined metal,
3460438,1344672872,WANT,unique,scrap metal,
3460441,1344672887,HAVE,strange,strange equalizer,level 10 kills: 0
3460441,1344672887,HAVE,unique,business casual,level 83
3460441,1344672887,HAVE,unique,hetman's headpiece,level 4
3460441,1344672887,HAVE,strange,strange pistol,level 1 kills: 0
3460441,1344672887,HAVE,unique,taunt: the high five!,level 5
3460441,1344672887,HAVE,unique,strange part: full moon kills,level 1
3460441,1344672887,HAVE,unique,beggar's bazooka,level 93
3460441,1344672887,WANT,unique,refined metal,
3460441,1344672887,WANT,unique,mann co. supply crate key,
3460443,1344672902,HAVE,unique,neon annihilator,level 83 crafted by benwah craft # 6448
3460443,1344672902,HAVE,unique,flying guillotine,level 98 crafted by benwah craft # 13118 style: thirsty
3460443,1344672902,HAVE,unique,huo-long heater,level 47 crafted by benwah craft # 14109
3460443,1344672902,WANT,unique,refined metal,
3460450,1344672917,HAVE,unique,refined metal,level 3
3460450,1344672917,WANT,unique,killer exclusive,
3460450,1344672917,WANT,genuine,genuine killer exclusive,
3460449,1344672917,HAVE,unique,ninja cowl,level 1
3460449,1344672917,WANT,unique,offers,
3460448,1344672917,HAVE,unique,refined metal,level 3
3460448,1344672917,HAVE,unique,scrap metal,level 1
3460448,1344672917,HAVE,unique,reclaimed metal,level 2
3460448,1344672917,WANT,vintage,vintage pyrovision goggles,
3460447,1344672917,HAVE,strange,strange persian persuader,level 10 kills: 2
3460447,1344672917,HAVE,strange,strange stickybomb launcher,level 1 kills: 9
3460447,1344672917,WANT,unique,flying guillotine,
3460447,1344672917,WANT,unique,red-tape recorder,
3460446,1344672917,HAVE,unique,name tag,level 1
3460446,1344672917,WANT,unique,reclaimed metal,
3460446,1344672917,WANT,unique,refined metal,
3460453,1344672932,HAVE,unique,mann co. supply crate key,level 5
3460453,1344672932,WANT,unique,tropico 4: steam special edition,
3460456,1344672947,HAVE,unique,big kill,level 5
3460456,1344672947,WANT,unique,offers,
3460456,1344672947,WANT,unique,mann co. supply crate key,
3460455,1344672947,HAVE,unique,gloves of running urgently,level 10
3460455,1344672947,HAVE,unique,degreaser,level 10
3460455,1344672947,HAVE,unique,claidheamh m?r,level 5
3460455,1344672947,HAVE,unique,boston basher,level 25
3460455,1344672947,WANT,unique,scrap metal,
3460463,1344672992,HAVE,unique,griffin's gog,level 26
3460463,1344672992,HAVE,unique,tail from the crypt,level 87
3460463,1344672992,HAVE,unique,soviet stitch-up,level 81
3460463,1344672992,HAVE,unique,steel-toed stompers,level 74
3460463,1344672992,HAVE,unique,intangible ascot,level 12
3460463,1344672992,HAVE,unique,griffin's gog,level 95
3460463,1344672992,HAVE,unique,wrap battler,level 85
3460463,1344672992,HAVE,unique,shoestring budget,level 36
3460463,1344672992,WANT,unique,reclaimed metal,
3460463,1344672992,WANT,unique,scrap metal,
3460476,1344673051,HAVE,unique,festive rocket launcher,level 1
3460476,1344673051,HAVE,unique,taunt: the high five!,level 5 (uncraftable)
3460476,1344673051,WANT,unique,mann co. supply crate key,
3460475,1344673051,HAVE,unique,hat with no name,level 10
3460475,1344673051,WANT,unique,offers,
3460486,1344673112,HAVE,normal,omnishred the defiant,level 1
3460486,1344673112,HAVE,normal,twin bull adornment,level 1
3460486,1344673112,HAVE,normal,cyclopean helm of the mono militis,level 1
3460486,1344673112,HAVE,normal,demon claive,level 1
3460486,1344673112,HAVE,normal,cleaver of the hidden hunter,level 1
3460486,1344673112,HAVE,normal,harvester of the hidden hunter,level 1
3460486,1344673112,HAVE,normal,blade of the dark ancients,level 1
3460486,1344673112,HAVE,normal,helm of the flameguard,level 1
3460486,1344673112,WANT,normal,treasure key,
3460485,1344673112,HAVE,strange,strange gunslinger,level 15 sentry kills: 2
3460485,1344673112,WANT,unique,offers,
3460485,1344673112,WANT,unique,mann co. supply crate key,
